,text,label
61,песок считать что национализация украинский предприятие на оккупировать территория можно понять фото действие боевик днр и лнр собираться национализировать украинский предприятие который находиться на подконтрольный имя территория в какойтый степень можно понять о это заявить журналист пресссекретарить президент рф дмитрий песок передавать интерфакс по слово песков отторгнуть свой государство область попадать в ещё более тяжёлый положение поэтому и предпринимать такой действие он отметить что выражение отжим предприятие в дать случай неприменимый речь идти о жизнь миллион человек проживать на донбасс подчеркнуть песок говорить о судьба украинский предприятие который находиться на неконтролируемый территория песок отказаться поскольку они не иметь никакой отношение к российский федерация декабрь год ветеран добробат объявить о начало блокада лднр требовать освобождение заложник в связь с это украина перестать получать уголь и другой товар с оккупировать территория с тот пора блокада постоянно расширяться в январь быть заблокировать два железнодорожный ветка в луганский область в начало февраль участник блокада перекрыть железнодорожный переезд возле бахмут донецкий область в конец месяц они открыть один редут и на мариупольский направление также февраль участник блокада перекрыть трасса ясиноватая константиновка где начаться инженерный работа и обустройство местность февраль главарь лднр александр захарченко и игорь плотницкий пригрозить остановить поставка уголь и ввести внешний управление на украинский предприятие работать на оккупировать территория если блокада не быть снятой до март координатор товарный блокада анатолий виногродский в ответ заявить что он глубоко насрать на ультиматум боевик по он слово никто кроме украина уголь с оккупировать территория донбасс не нужный,1
62,сотрудник служба безопасность украина перехватить разговор главарь тн днр захарченко с начальник управление внутренний и внешний политика администрация трапезников доказывать истинный намерение террорист по использование торговый блокада ордло о это сообщать прессслужба сбу передавать бизнесцензор переговоры показывать что верхушка террористический организация днр на самый дело заинтересовать в этот блокада и доказывать искусственность соответствующий ультиматум украинский власть боевик планировать по указание российский куратор использовать этот ситуация для тн национализация предприятие который остаться на временно оккупировать террорист территория сказать в сообщение прессслужба сбу также обнародовать запись разговор захарченко с трапезников согласно который боевик планировать провести национализация подконтрольный украина предприятие независимо от блокада временно оккупировать территория донбасс активист и народный депутат на самый дело мы всеравно какой блокада делать они мы теперь делать блокада украина теперь мы не быть имя отдавать уголь говорить захарченко отвечать на вопрос мочь ли быть отменить решение о национализация в случай если украина снять блокада подконтрольный боевик территория донбасс как сообщаться главарь террористический организация днр и лнр александр захарченко и игорь плотницкий ранее заявить о намерение ввести внешний управление на весь предприятие украинский юрисдикция находиться на подконтрольный имя территория если до март блокада не быть снятой в частность боевик лнр в вторник обнародовать документ от февраль предполагать введение временной администрация на три предприятие энергохголдинга дтэк пао краснодонуголь ооо дтэк ровенькиантрацит и ооо дтэк свердловантрацит временной управлять назначить зао вшнешторгсервис напомнить январь на перегон станция светлановошипиловый на территория попаснянский район луганский область на железнодорожный путь около человек в камуфлированный одежда среди который депутат верховный рад семён семенченко павел костенко тарас пастух владимир парасюк начать блокирование передвижение железнодорожный состав,2
63,совет министр днр обнародовать список украинский предприятие на оккупировать территория на который быть ввести внешний управление за каждый группа предприятие сепаратист закрепить так называть временной администратор или тот кто обязать он назначить из число местный ведомство пишеткорреспондент в частность временной администратор филиал металлургический комплекс прао донецксталь металлургический завод чао макеевкокс пао ясиновский коксохимический завод чао енакиевский металлургический завод макеевский филиал чао енакиевский металлургический завод пао харцызский трубный завод пао ер ликид чао енакиевский коксохимпром и чао докучаевский флюсодоломитный комбинат назначить компания внешнеторгсервис министерство промышленность и торговля быть нести ответственность за контроль на концерн стирол пао донецккос чао комсомольский рудоуправление донецкий электротехнический завод и прао донецксталь металлургический завод донецк отметить что перечень включать более украинский предприятие с временной администрация ранее сообщаться что амопровозгласить власть днр и лнр заявить о национализация украинский предприятие находиться на подконтрольный сепаратист территория,0
64,днепропетровск март президент украина пётр порошенко и россия владимир путин регулярно разговаривать по телефон якобы ситуация в регион в очередной раз обостриться изз национализация власть самопровозгласить днр и лнр ряд украинский предприятие по информация сразу несколько источник в москва и киев предпоследний разговор между лидер состояться февраль на следующий день после визит в москва президент словения борута пахор последний разговор состояться по инициатива украинский сторона передаетдс с ссылка на коммерсантъ с начало год украинский президент пётр порошенко провести четыре телефонный разговор с главый страныагрессор владимир путин главный тема переговоры прекращение боев действие на донбасс с сторона россия специальный корреспондент выяснить что журналист узнать о тайный телефонный разговор между порошенко и путин порошенко и путин проводить тайный телефонный переговоры сми сми посчитать время телефонный звонок порошенко и путин с начало год сми путин и порошенко четыре раз общаться по телефон с начало год президент россия и украина владимир путин и пётр порошенко несмотря на тяжёлый взаимоотношение два страна и противостояние на международный площадка продолжать регулярный контакт писать газета коммерсантъ сообщаться что последний из они состояться февраль по инициатива украинский сторона и продолжаться около минута по информация получить ъ из несколько источник в киев и москва несмотря на жёсткий противостояние россия и украина на весь международный площадка между президент владимир путин и пётр порошенко продолжаться контакт дробный о ситуация на восток украина читать в материал ъ петра порошенко обложить блокада ярослав бутенко,9
65,главарь террористический организация днр и лнр заявить о ввод внешний управление на весь работать украинский предприятие на временно оккупировать территория донбасс о это сообщать интерфакс с ссылка на источник в руководство боевик на предприятие с украинский юрисдикция в днр с нуль часы март вводиться внешний государственный управление сообщать издание о подобный решение заявить и террорист лнр где также планировать ввести внешний администратор читать также луганский боевик решить национализировать шахта ахметов вводиться внешний администратор от лнр и налог быть поступать в бюджет республика сказать собеседник агентство как отмечать издание на временно оккупировать территория действовать несколько крупный завод и десятка шахта который сохранять украинский юрисдикция по информация интерфакс они входить в компания дтэк метинвест а также донецксталь ранее сообщаться что главарь террористический организация лнр и днр потребовать от киев прекратить транспортный блокада донбасс к начало март в противный они грозиться ввести внешний управление на предприятие украинский юрисдикция и перестать поставлять уголь украина,2
66,сбу перехватить разговор главарь днр захарченко с начальник управление внутренний и внешний политика днр трапезников в который боевик объяснять истинный мотив по использование торговый блокада донбасс судить из разговор становиться понятно что так называть ультиматум киевский властямтеррористыиспользовать исключительно для отжим украинский предприятие на свой территория там нужно добавить один единственный вещь что на самый дело мы весь равно какой блокада делать они мы теперь делать блокада украина заявлять в телефонный разговорезахарченко согласовывать текст будущее ультиматум теперь мы уже не быть отдавать имя уголь ни хра весь как сообщить в сбу переговоры показать что верхушка террористический организация на самый дело заинтересовать в блокадея планировать по указание российский куратор использовать этот ситуация для национализация предприятие который остаться на временно оккупировать территория напомнить главарь незаконный днр и лнр александр захарченко и игорь плотницкийсделать совместный заявлений который пообещать ввести внешний управление на предприятие который зарегистрировать на подконтрольный украина территория и прекратить поставка уголь в украина если киев не прекратить транспортный блокада донбасс к начало март,2
67,на предприятие с украинский юрисдикция в днр и лнр ввести внешний государственный управлений тот как теперь мочь развиваться событие и чем это чреватый для украина кп в украина спросить эксперт практически весь они говорят что делать конкретный прогноз очень сложно исходный дать явно недостаточно до конец неясно проходить национализация или она имитация а инсайдерский информация слишком противоречивый тем не менее некоторый последствие можно прогнозировать с достаточно большой доля вероятность наш эксперт андрей вигиринский аналитик дмитрий марунич сопредседатель фонд энергетический стратегия александр охрименко директор украинский аналитический центр потеря бюджет налог в бюджет с неподконтрольный территория быть заблокировать причина очевидный юрлицо зарегистрировать в украина дтэк по факт не быть осуществлять предпринимательский деятельность поскольку потерять управление над процесс по разный подсчёт потеря только в металлургия составить миллиард а общий потеря порядок миллиард грн в год падение экономика рост ввп при такой расклад не быть в хороший случай по год выйти в ноль при это возрастать вероятность тот что экономика уйти в минус проблема на связанный предприятие национализировать предприятие скорее всего остановиться а параллельно с они остановиться технологически связанный с они предприятие в украина сильный другой ощутить на себя потеря предприятие в днепр каменск мариуполь и харьков впрочем в тот или иной степень это затронуть весь украина ведь пострадать не только металлургический завод но и предприятие специализировать на производство труба арматура машина и оборудование для донбасский завод и шахта и тд взлёт цена эксперт не исключать что сбу не дать возможность торговать с национализировать предприятие и уголь пойти в украина в обход через территория рф это повысить стоимость логистика и как следствие самый уголь не исключить проблема и в сфера поставка электричество тот же авдеевка снабжаться электричество с кураховский тэс а север луганский область получать энергия из лнр на контролировать территория пострадать машиностроение существенно возрасти стоимость металл и прокат поскольку многий нужно быть замещать импортный компонент весь это привести к рост цена рост тариф поменяться расклад на энергетический рынок лишиться свой уголь дтэк терять главный источник свой сверхприбыль и чтобы избежать банкротство он быть необходимый дальнейший повышение тариф курс уйти за для украинец весь этот событие чреватый рост курс доллар минус миллиард доллар экспорт и плюс дополнительный нагрузка на импорт уголь за валюта покупать прийтись по цена и большой доллар за тонна привести к тот что валюта для обеспечение импорт не хватить она начать активно покупать и в результат курс уйти вверх за увеличение безработица сотрудник национализировать предприятие остаться без работа поскольку собственник предприятие заявить о экспроприация и соответственно не быть осуществлять производство и реализация более тот продукция предприятие быть не нужный ни на запад куда невозможно быть осуществлять экспорт ни на восток рф не смочь официально она приобретать поскольку это нарушать международный норма как следствие тысяча украинец стать безработный крест на инвестиция в украина и так не самый хороший инвестиционный климат но нынешний ситуация и вовсе ставить на возможный инвестиция жирный крест ситуация с сторона выглядеть мягко говорить не хороший образ ультиматум разрыв цепочка закрытие предприятие ещё большой проблема усугублять то что катализатор выступить блокировка железный дорога ни европеец ни американец никогда не понять почему какиеть человек с оружие мочь блокировать в украина железный дорога а правительство самоустраняться от решение проблема предпочитать наблюдать за развитие событие с сторона,0
68,на предприятие с украинский юрисдикция в днр и лнр ввести внешний государственный управлений тот как теперь мочь развиваться событие и чем это чреватый для украина кп в украина спросить эксперт практически весь они говорят что делать конкретный прогноз очень сложно исходный дать явно недостаточно до конец неясно проходить национализация или она имитация а инсайдерский информация слишком противоречивый тем не менее некоторый последствие можно прогнозировать с достаточно большой доля вероятность наш эксперт андрей вигиринский аналитик дмитрий марунич сопредседатель фонд энергетический стратегия александр охрименко директор украинский аналитический центр потеря бюджет налог в бюджет с неподконтрольный территория быть заблокировать причина очевидный юрлицо зарегистрировать в украина дтэк по факт не быть осуществлять предпринимательский деятельность поскольку потерять управление над процесс по разный подсчёт потеря только в металлургия составить миллиард а общий потеря порядок миллиард грн в год падение экономика рост ввп при такой расклад не быть в хороший случай по год выйти в ноль при это возрастать вероятность тот что экономика уйти в минус проблема на связанный предприятие национализировать предприятие скорее всего остановиться а параллельно с они остановиться технологически связанный с они предприятие в украина сильный другой ощутить на себя потеря предприятие в днепр каменск мариуполь и харьков впрочем в тот или иной степень это затронуть весь украина ведь пострадать не только металлургический завод но и предприятие специализировать на производство труба арматура машина и оборудование для донбасский завод и шахта и тд взлёт цена эксперт не исключать что сбу не дать возможность торговать с национализировать предприятие и уголь пойти в украина в обход через территория рф это повысить стоимость логистика и как следствие самый уголь не исключить проблема и в сфера поставка электричество тот же авдеевка снабжаться электричество с кураховский тэс а север луганский область получать энергия из лнр на контролировать территория пострадать машиностроение существенно возрасти стоимость металл и прокат поскольку многий нужно быть замещать импортный компонент весь это привести к рост цена рост тариф поменяться расклад на энергетический рынок лишиться свой уголь дтэк терять главный источник свой сверхприбыль и чтобы избежать банкротство он быть необходимый дальнейший повышение тариф курс уйти за для украинец весь этот событие чреватый рост курс доллар минус миллиард доллар экспорт и плюс дополнительный нагрузка на импорт уголь за валюта покупать прийтись по цена и большой доллар за тонна привести к тот что валюта для обеспечение импорт не хватить она начать активно покупать и в результат курс уйти вверх за увеличение безработица сотрудник национализировать предприятие остаться без работа поскольку собственник предприятие заявить о экспроприация и соответственно не быть осуществлять производство и реализация более тот продукция предприятие быть не нужный ни на запад куда невозможно быть осуществлять экспорт ни на восток рф не смочь официально она приобретать поскольку это нарушать международный норма как следствие тысяча украинец стать безработный крест на инвестиция в украина и так не самый хороший инвестиционный климат но нынешний ситуация и вовсе ставить на возможный инвестиция жирный крест ситуация с сторона выглядеть мягко говорить не хороший образ ультиматум разрыв цепочка закрытие предприятие ещё большой проблема усугублять то что катализатор выступить блокировка железный дорога ни европеец ни американец никогда не понять почему какиеть человек с оружие мочь блокировать в украина железный дорога а правительство самоустраняться от решение проблема предпочитать наблюдать за развитие событие с сторона источник кп,0
69,территория донецкий фильтровальный станция очистить от мина в ближний время планироваться вывоз хлор для очистка вода март представитель днр и киев провести инспекция станция работа по разминирование у донецкий фильтровальный станция дфс завершить представитель днр и украина в март намерить провести совместный инспекция на территория станция и окрестность дфс разминировать планироваться вывезти хлор для очистка вода сейчас есть в наличие тысяча тонна хлор говориться в сообщение министерство по дело неподконтрольный киев территория в авдвка дфс розмновать плануться вивезенний хлор для очистка водить зараз в наявност тис тон хлор мтота дфс находиться между авдеевка и ясиноватая она обеспечивать вода донецк ясиноватая васильевка и спартак находиться под контроль днр а также авдеевка красногоровка и верхнеторецкий на подконтрольный киев территория за время конфликт станция неоднократно оказываться под обстрел ночью февраль украинский силовик нанести массировать удар по дфс руководство станция принять решение о остановка предприятие и эвакуация персонал в оперативный командование днр заявить что обстрел станция вестись из тяжёлый вооружение с позиция вооружённый сила украина из район авдеевка читать также песок ввод внешний управление на завод киев в днр и лнр можно понять почему киев не пытаться устранить блокада донбасс мнение эксперт донбасс ответить на блокада национализация украинский предприятие,9
70,игорь бигдать блогер заявить цель блокада имя поросюкасеменченко тотальный блокада ордить потому что бизнес на кровь контрабанда и тд результат заблокировать только поставка уголь контрабанда как ездить так и ездить освобождение весь пленный именно такой быть формулировка как только мол перекрой торговля на кровь так сразу орка запросить пощада и отдать весь пленный результат освободить ноль человек завершение война тоже никто блокадник за язык не тянуть сам сказать что война продолжаться исключительно изз торговля на кровь не изз кремль а изз торговля сук как можно такой нести результат последний два день обстрел усилиться многократно правда по блокадник никто не стрелять незаявленный и местами неожиданный результат блокада имя поросюкасеменченко террорист который по задумка блокадник должный быть на колено умолять отменить блокада сказать что имя нравиться и тоже присоединиться к блокада результат теперь её отмена зависеть от требование терорист а требование у они обычно такой что выполнять они себя дорогой так что можно считать этот блокада вечный террорист объявить о национализация предприятие который быть зарегистрировать на территория подконтрольный украина поставлять продукция украина и платить налог в украина результат у курченка теперь новое завод а у украина новый поставщик уголь теперь предприятие быть работать и платить налог в ордить или в россия они продукция уголь кокс теперь прийтись покупать у россия намного дорогой и не факт что это не быть тот же донбасский уголь оформить как российский в результат себестоимость наш металлургический продукция вырасти продажа сократиться экспорт упасть поступление валюта упасть гривна упасть экономика украина просесть медленный рост сокращение инвестиция и рабочий место в металлургия а экономика россия укрепиться весь кто топить за блокада медалька от путин главный не забывать кричать про злочинна влад когда еда подорожать но это ещё приемлемый потеря а вот если россия у который теперь на крючок наш металлургический отрасль отказаться продавать мы уголь кокс и пр с свой или с оккупировать территория то в результат украинский металлургия лечь и подняться только после налаживание поставка всего необходимый из другой страна а выбор там невеликий и цена высокий если ответный блокада расшириться на другой предприятие проблема украина быть весьма серьёзный например сейчас мы поставлять электроэнергия в ордить а они мы формально за деньга но по факт никто не платить если следом за шахта и завод террорист отжать старобешевский тэс и распилить её на металлолом то без электричество а следом и без газа вода и канализация остаться тысяча мариуполь и если перекинуть электроэнергия для город из другой область ещё болееменее реально то запитать азовсталь быть намного сложный и с мариуполь это только пример мощный социальный кризис разумеется я далёкий от мысль что весь вина провокатор из самопомощь и поверить имя боец добробат они использовать они служить скорее создание картинка для кремль видеть украина не выполнять минский соглашение и сам отказываться от донбасс блокировать он мы не хотеть национализировать предприятие но теперь прийтись этот модель под название украина сам виноватый активно продвигаться россия с самый начало война украина сам виноватый что уйти крым украина сам виноватый что восстать донбасс украина начало война против свой народ украина сам вынуждать россия ввести войско и тд ну известный дело жертва сам виноватый сопротивляться провоцировать не хотеть похороший кстати очень популярный вопрос бродить по фейсбук почему террорист ранний не отжать бизнес ахметов что ж они такой благородный ответ простой вопервое отжать не террорист а кремль весь вы думать слышать переговоры захарченко он кукла чей задача бряцать медалька на камера и делать громкий заявление тип за неделя до киев решение принимать не он вовторое до это кремль надеяться и предпринимать активный попытка с помощь такой же провокатор впихнуть украина ордить на свой условие федерализация право вето особый статус и тп весь до единый попытка провалиться санкция не снять трамп чмо и кремль перейти к следующий этап превращение ордить в придестровие или в абхазия если вы так нравиться поэтому объявить о признание паспорт днр поэтому можно выкинуть ахметов и не бояться что он вернуть этот предприятие когда ордить вернуться в украина не вернуться февраль год можно считать дата отделение ордить и окончание действие минский соглашение теперь возврат возможный только после смена власть или распад россия нужный ли быть возврат неясно если блокада продолжиться ахметовский предприятие в ордить тоже остановиться и быть вырезать на металлолом местный житель от безработица разбежаться в украина и россия они квартира быть разграбить ихтамнет и год через пять уже никто не захотеть туда возвращаться ещё есть вариант что россия присоединить ордить так как это быть с крым а что россия теперь терять санкция не только не снять а закрепить на десятилетие помириться ни с кто не получаться весь внешнеполитический приём тип снять санкция или война в сирия быть долгий и кровавый не сработать от аннексия ордить уже ничто не измениться и под конец хороший новость если непризнанный республика ордить или по отдельность днр и лнр войти в состав россия обстрел прекратиться быть как с крым никто не признать этот аннексия но силой отбирать тоже не быть додушить санкция россия быть кормить ещё миллион человек обеспечивать имя социалка коммуналка и прочий пенсия и это хорошо демонстративный декларация мы очень обеспокоить и призывать прекратить блокада от наш правительство при отсутствие какихлибо реальный действие блокада не разгонять возможно быть единственный правильный поведение в этот ситуация если наш блокадник всего лишь клоун а решение о национализация принять в кремль то разгон блокадник ничто не дать минский соглашение и так в тупик и переход к приднестровизация ордить неизбежный так пусть россия это сделать и получить дополнительный санкция и повесить этот камень себя на шея а заодно и разорить ахметов который крайне неприятный образ держать украинский энергетика за яйцо свой вертикальноориентировать холдинг дтэк если на тэс ахметов перестать идти антрацит и они перестать производить электроэнергия то можно быть национализировать дтэк под предлог мы не мочь допустить коллапс украинский энергосистема блаблабла и наконец убрать влияение ахметов в этот отрасль я в принцип против любой национализация попахивать большевик и национализация привата я считать неизбежный но зло я считать что государство плохой собственник но монопольный положение на ряд рынок складываться десятка год и мешать экономика развиваться а сейчас ещё и угрожать национальный безопасность и что с это делать кроме национализция а затем продажа по часть я не знать кстати быть бы неплохо чтобы владелец тэс и облэнерго быть громада на территория который они расположить ну это так к слово мочь это и есть стратегия порошенко я не знать я не докладывать хорошо если так плохо что риска при это высокий наблюдать любим украина и чистить пулемёт мнение высказать в рубрика мнение передавать взгляд сам автор и не обязательно отражать позиция редакция редакция сайт не отвечать за достоверность такой материал а сайт выполнять исключительно роль носитель запись блокада ордить подвести предварительный итог впервые появиться,9
